prop_id,lon,lat,register_matches,register_id,register_name,listed_status,nearest_alternative_m,alternatives_within400m
X204,-73.8631272727273,40.8229727272727,1,107,Story Playground,Not Operational,288.987929708992,1
M399,-73.999748,40.756324,1,432,Bella Abzug Park,Operational,435.587066214184,0
B268,-73.99596,40.5717,1,469,Nautilus Playground,Operational,240.577243588814,3
B251-04,-73.94618,40.57702,1,244,Pat Parlato Playground,Operational,176.20345022064,1
M077-02,-73.94904,40.81562,1,640,St Nicholas,Operational,263.846071193359,1
Q009-ZN02,-73.8513666666667,40.7935111111111,1,448,MacNeil Playground,Operational,926.87906148745,0
Q492,-73.8851038461538,40.7305346153846,1,606,Elmhurst Park,Operational,460.160472498584,0
X235,-73.9085317073171,40.8199268292683,1,115,Grove Hill Playground,Operational,263.695538566176,4
M230,-73.94312,40.79298,1,409,Poor Richard's Playground,Operational,609.291162633665,0
B164,-74.0116,40.6023,1,200,Bath Beach Park,Operational,645.812740898264,0
M071-ZN20,-73.9718916666667,40.80255,1,359,Hudson Beach Volleyball Courts & Café,Operational,251.896347007609,1
B250,-73.94744,40.6384,1,243,Nostrand Playground,Operational,294.962700201036,1
B169-ZN07A,-73.9922857142857,40.5716428571429,1,209,Coney Island Beach Zone 7a,Operational,227.823477393603,3
X141,-73.85878,40.88764,1,70,Rienzi Playground,Operational,389.384808844745,1
X221,-73.85992,40.8221,1,112,Space Time Playground,Operational,451.523842606744,0
M160,-73.93904,40.81732,1,388,Fred Samuel Playground,Operational,328.106234591659,3
M154,-73.99296,40.76122,1,386,Mathews-Palmer Playground,Operational,263.974623460192,1
Q300-ZN03,-73.81724,40.74502,1,276,Captain Mario Fajardo Park,Operational,266.383727072073,1
R017-ZN02,-74.18524,40.5877,1,1059,North Park Phase 1,Operational,349.756563905549,1
Q001_temp,-73.739975,40.74195,1,436,Alley Pond Park Zone 2,Operational,453.685760994802,0
Q067A,-73.89724,40.74878,1,480,General Hart Playground,Operational,901.438595389602,0
Q098,-73.88684,40.74438,1,486,Frank D. O'Connor Playground,Operational,438.117925606531,0
Q428,-73.86034,40.73318,1,599,Horace Harding Playground,Operational,371.31693598617,1
Q357B,-73.85724,40.7355,1,566,Real Good Playground,Operational,364.949015363591,2
Q377,-73.85274,40.73608,1,578,Playground Sixty Two LXII,Operational,381.833416598148,1
B358,-73.94952,40.70252,1,664,De Hostos Playground,Not Operational,359.023170479411,1
B296,-73.97882,40.57608,1,661,Luna Playground,Not Operational,386.056823984952,2
B275,-73.96444,40.58252,1,660,Grady Playground,Not Operational,738.132132941932,0
B272,-73.98104,40.59134,1,659,Marlboro Playground,Not Operational,659.760000929356,0
Q319,-73.85172,40.7311,1,543,Annadale Playground,Operational,559.181744792966,0
Q425-01,-73.84788,40.72624,1,597,Yellowstone Park,Not Operational,403.578665694584,0
B261,-73.88604,40.66544,2,,,,,
Q306,-73.85964,40.7204,1,538,The Painter's Playground,Not Operational,785.940596126471,0
Q304,-73.83702,40.71576,1,536,Ehrenreich-Austin Playground,Operational,667.653053686376,0
Q011,-73.8445211538462,40.7814,1,450,Poppenhusen Playground,Operational,550.093730290053,0
B161,-73.9655,40.67666,1,198,James Forten Playground,Operational,335.012070098925,1
Q221,-73.7772714285714,40.7360285714286,1,525,Farm Playground,Operational,559.22013465279,0
Q300A-ZN02,-73.78752,40.74472,1,531,Ella Fitzgerald Playground,Operational,562.478628136029,0
B284,-73.9499,40.6635,1,260,Marc And Jason's Playground,Operational,297.343307749313,1
X219,-73.91456,40.82716,1,111,Arcilla Playground,Operational,262.82565855603,1
R026,-74.11146,40.56156,1,614,Gerard P. Dugan Playground,Operational,862.403033542739,0
R046-ZN03,-74.0758875,40.5797625,1,626,South Beach Zone 3,Operational,966.433659747141,0
M010-ZN46,-73.95904,40.79732,1,325,The Great Hill,Operational,534.206077138813,0
B232,-73.97278,40.68056,1,234,Dean Playground,Operational,587.888241045201,0
Q126-01,-73.82566,40.79624,1,506,Francis Lewis Park,Operational,1390.05089571038,0
X017-02,-73.9020428571429,40.8495428571429,1,21,Richman (Echo) Park,Operational,497.023570876268,0
Q211,-73.8260857142857,40.7559428571429,1,520,Maple Playground,Operational,256.667759011582,2
B262,-73.94424,40.68204,1,250,Potomac Playground,Operational,405.603867538911,0
M200A,-73.9637333333333,40.8015555555556,0,,,,,
M082,-73.9890666666667,40.71472,2,,,,,
X106,-73.92852,40.81694,1,53,Evelina Antonetty Playground,Operational,474.102021482137,0
B111,-73.9846,40.6729714285714,1,179,Washington Park,Operational,533.899010755711,0
Q162H,-73.76265625,40.5924375,1,512,Beach 30th Street Playground,Operational,814.003416429865,0
B210W-03,-74.0294090909091,40.6144909090909,1,219,John J Carty Park,Operational,267.611999648286,1
B306,-73.93845,40.5906,1,272,Playground 286,Operational,304.934651340024,1
B208,-73.94476,40.61454,1,215,Pfc Norton Playground,Operational,851.075217574853,0
B235,-73.93954,40.59814,1,236,Herman Dolgon Playground,Operational,387.143717990184,1
Q162-ZN04C,-73.7957,40.5875166666667,1,515,Rockaway Beach 04c,Operational,579.467683744751,0
M010-195,-73.95458,40.7904,1,313,Bendheim Playground,Operational,431.797092539455,0
X108,-73.88746,40.85066,1,54,Belmont Playground,Operational,220.191644714471,1
X214,-73.86784,40.87356,1,108,Magenta Playground,Not Operational,240.360607938935,2
M065,-73.98158,40.71594,1,349,Luther Gulick Park,Operational,265.855788440898,1
B057-06,-73.92096,40.58962,1,149,Seba Playground,Operational,1124.48811895502,0
B150,-73.95804,40.62034,1,195,Kolbert Playground,Operational,646.968182392348,0
B128,-73.9696142857143,40.6100428571429,1,186,Colonel David Marcus Playground,Operational,979.056415709639,0
B028-03,-74.01314,40.61308,1,136,Dyker Playground,Operational,372.291169413183,1
B297,-73.98052,40.64604,1,266,Albemarle Playground,Operational,438.452399178629,0
B060,-74.0167333333333,40.6265666666667,1,154,McKinley Park Playground,Operational,506.680107706255,0
B294,-73.9273,40.68022,1,265,Jackie Robinson Park Playground,Operational,366.647031371019,3
M240,-73.9379142857143,40.8416428571429,1,416,Audubon Playground,Operational,476.13875034109,0
B130,-73.97656,40.65044,1,188,Greenwood Playground,Operational,187.545528987973,1
Q099-15,-73.8351,40.73,1,487,Triassic Playground,Operational,711.30521420795,0
Q099-ZN20,-73.8412111111111,40.7406555555556,1,494,Meadow Lake North,Operational,547.774146575877,0
Q099-ZN08,-73.83854,40.74672,1,490,South Of Fountain Of The Planets,Operational,540.858800815107,0
Q351,-73.77466,40.70642,1,563,Peters Field,Operational,902.51259601155,0
Q099-20,-73.82712,40.72294,1,489,Albert H. Mauro Playground,Operational,295.114296245296,1
Q099-17,-73.8337,40.74844,1,688,Lawrence Playground,Not Operational,455.781325750186,0
Q015-ZN01,-73.8354333333334,40.7098555555555,1,454,Sobelsohn Park,Operational,672.172475899362,0
Q015-ZN06,-73.8585,40.6988571428571,1,459,The Bandshell,Operational,190.379031842437,2
M104-ZN01,-73.9239222222222,40.8005333333333,1,373,Bronx Shore,Operational,697.049747584873,0
M104-ZN02,-73.9189111111111,40.7955333333333,1,620,Sunken Meadow,Operational,278.094360882635,1
R046-06,-74.0908,40.56834,1,464,Midland Playground,Operational,823.359734926582,0
M010-ZN34,-73.9619142857143,40.7894142857143,1,321,Reservoir (Northwest),Operational,274.417928935277,1
M010-ZN24&25,-73.9691272727273,40.7804363636364,1,320,Belvedere Castle,Not Operational,255.249941774861,1
M010-ZN20,-73.9711434782609,40.773547826087,1,319,Bethesda Terrace,Operational,280.426195800926,3
M010-ZN10&11,-73.9744214285714,40.77305,1,315,Sheep Meadow,Operational,285.218739746509,2
M010-ZN08,-73.9807866666667,40.76918,1,314,Central Park West,Operational,276.675393141685,3
Q476,-73.8372727272727,40.7758181818182,1,701,College Point Fields,Not Operational,871.316930040366,0
Q345,-73.7490818181818,40.6110272727273,1,559,Redfern Playground,Operational,798.238756894573,0
Q266,-73.76456,40.6083,1,527,Westbourne Playground,Operational,1087.13396274861,0
Q021-ZN03,-73.7706428571429,40.7366285714286,1,466,Cunningham Park Zone 3,Operational,550.724903672513,0
Q360J,-73.87984,40.7293,1,569,Crowley Playground,Operational,464.544771393604,0
R106,-74.2084777777778,40.5350111111111,1,42,Bloomingdale Playground,Operational,1295.93633965064,0
B230,-73.98782,40.68468,1,233,Nicholas Naquan Heyward Jr. Park,Operational,619.42807268773,0
B222,-73.99762,40.69636,1,224,Pierrepont Playground,Operational,139.804274456271,1
M036,-73.9875,40.7504555555556,1,729,Herald Square,Operational,228.372374459189,1
M032,-73.9884545454546,40.7485272727273,1,730,Greeley Square Park,Operational,228.598152936729,1
B050,-73.99954,40.68966,1,143,Van Voorhees Playground,Operational,365.58087004769,1
R025,-74.08616,40.64348,1,613,Mahoney Playground,Operational,823.107820228879,0
Q361,-73.8823285714286,40.7423142857143,1,572,Moore Homestead Playground,Operational,449.67616485969,0
Q226-01,-73.93464,40.77162,1,526,Hallets Cove Playground (area A),Operational,505.025270651033,0
B266,-73.95784,40.6917,1,253,Star Spangled Playground,Operational,381.841156803786,1
X039-ZN13,-73.790435,40.86982,1,30,Hunter Island Picnic Area,Operational,331.492706025568,1
X039-ZN01,-73.8252428571428,40.8484714285714,1,615,Playground For All Children,Operational,363.647281736731,1
Q389,-73.82496,40.58498,1,697,Bayside Playground,Operational,499.134565644337,0
Q367,-73.8094555555556,40.5881777777778,1,695,Hammel Playground,Operational,407.946515484565,0
Q050-ZN08A,-73.8352176470588,40.5779470588235,1,476,Rockaway Beach 08a,Operational,504.346642347479,0
X010A-02,-73.89464,40.84456,1,16,175th Street Playground,Operational,354.210249022712,1
X147A-ZN01,-73.88287,40.83373,1,1064,Starlight Park Zone 1,Operational,424.458345949925,0
M037-10,-73.9366,40.83686,1,1038,Adventure Playground,Operational,366.470536973575,1
B102,-73.9592,40.6816272727273,1,175,Crispus Attucks Playground,Operational,257.380754438892,1
B073-ZN20,-73.97036,40.6569,1,161,Lookout Hill,Operational,522.977747539669,0
X004,-73.86702,40.88436,1,9,Olinville Playground,Operational,621.090652404121,0
X004-01,-73.8640571428572,40.8908428571429,1,8,227th Street Playground,Operational,378.071785383326,1
X002-14,-73.87112,40.87298,1,6,Rosewood Playground,Operational,517.807562485044,0
R153-ZN01,-74.23262,40.53164,2,,,,,
Q007,-73.7674857142857,40.5987571428572,1,446,Bayswater Playground,Operational,810.062826606431,0
B259,-73.9667285714286,40.6885571428571,1,249,Underwood Park,Operational,142.65979990671,3
B032-01,-73.97726,40.69236,1,138,Fort Greene Playground,Operational,216.864932846026,1
B021,-73.9792571428571,40.6975571428572,1,134,Commodore Barry Park,Operational,302.92480438867,1
M010-ZN06,-73.9770933333333,40.7683733333333,2,,,,,
B362,-73.91186,40.669,1,665,Chester Playground,Not Operational,393.688788940534,1
B321,-73.97174,40.68924,1,282,Edmonds Playground,Operational,151.895827734313,1
B292,-73.96224,40.6926,1,264,Pratt Playground,Operational,388.658744855952,1
B220,-73.96662,40.6954,1,223,Washington Hall Park,Operational,457.31625350099,0
B337,-73.9702222222222,40.577,1,287,Century Playground,Operational,286.690891824458,2
B348,-73.9466428571429,40.6944857142857,1,291,Willoughby Playground,Operational,336.062304537476,1
B298,-73.9486,40.6971,1,267,Stockton Playground,Operational,331.349935358447,1
B263,-73.94282,40.69712,1,251,Sumner Playground,Operational,439.136289149349,0
Q308,-73.8247428571429,40.758,1,163,Bowne Playground,Operational,253.876709277663,2
B323,-73.94636,40.6856,1,283,Hattie Carthan Playground,Operational,434.453646074631,0
Q022,-73.82474,40.7635,1,467,Margaret I. Carman Green - Weeping Beech,Operational,610.776816288085,0
B140,-73.9488,40.69068,1,191,Banneker Playground,Operational,215.155196303727,2
Q362,-73.87832,40.75724,1,573,Playground Ninety,Operational,339.386028723779,1
Q363,-73.87446,40.75628,1,574,Northern Playground,Operational,342.750047786617,1
B225,-73.942,40.6788,1,231,St. Andrew's Playground,Operational,406.00905694631,0
Q127,-73.795575,40.693275,1,690,Marconi Park,Not Operational,522.638992394723,0
Q336,-73.8204571428571,40.7187,1,693,Judge Moses Weinstein Playground,Operational,460.087815677385,0
X010-ZN07,-73.89618,40.83512,1,13,Martin Van Buren Playground,Not Operational,301.636647802423,1
B352,-73.91758,40.6408,1,293,Curtis Playground,Operational,506.753046914602,0
X179,-73.90144,40.81544,1,1042,Al Quiñones Playground,Operational,250.27223812591,2
B207,-73.9371428571429,40.6203571428571,1,214,Sarsfield Playground,Operational,338.568886082498,1
B228,-73.90736,40.66734,1,232,Dr. Green Playground,Operational,361.530355516625,1
X008-ZN01,-73.9068285714286,40.8414857142857,1,11,Claremont Zone 1,Operational,392.666089003235,1
R016-ZN02,-74.10128,40.5598,1,611,Cedar Grove Beach Zone 2,Operational,887.341283923534,0
X033-ZN02,-73.88478,40.87934,0,,,,,
B334,-73.92852,40.7003,1,285,Fermi Playground,Operational,466.889177153443,0
B335,-73.91216,40.63596,1,286,Bildersee Playground,Operational,676.17466311734,0
M107,-73.9307444444444,40.7830666666667,1,379,Wards Meadow,Operational,780.58209341261,0
B301,-73.9658285714286,40.6863428571429,1,269,Greene Playground,Operational,117.217702737104,2
B274,-73.88722,40.63492,1,258,Bayview Playground,Operational,178.512705141591,2
B247-01,-73.89396,40.65372,1,241,Breukelen Playground,Operational,686.640919468421,0
B342,-73.89946,40.64678,1,289,100% Playground,Operational,506.738057273711,0
B001,-73.95764,40.72874,1,124,American Playground,Operational,659.016030894919,0
B055,-73.9471654545455,40.7058472727273,1,147,Sternberg Park,Operational,578.922623064106,0
M215,-73.94722,40.78716,1,401,Cherry Tree Park,Operational,370.721634713405,1
M223,-73.9521111111111,40.8203666666667,1,406,Jacob H. Schiff Playground,Operational,300.355426643382,1
X116,-73.8978,40.8269,1,59,Rev J Polite Playground,Operational,295.392360301057,3
X217,-73.9226714285715,40.8113571428572,1,110,Willis Playground,Operational,146.867988307338,3
X194,-73.90678,40.81796,1,100,Captain Rivera Playground,Operational,181.535561684162,3
X190,-73.8943285714286,40.8247714285714,1,98,Tiffany Playground,Operational,298.727893547066,2
Q044,-73.9223714285714,40.7410714285714,2,,,,,
X151,-73.85052,40.82344,1,74,P.O. Serrano Playground,Operational,356.348343023304,1
X177,-73.8529285714286,40.8390142857143,1,93,Castle Hill Playground,Operational,184.539099615611,1
X160,-73.85384,40.8375,1,79,Caserta Playground,Operational,184.085051130045,1
X002-ZN04,-73.8765857142857,40.8695285714286,1,7,Allerton Fields In Bronx Park,Operational,560.575660554455,0
X002-ZN01,-73.8696777777778,40.8543444444445,1,2,Ben Abrams Playground,Operational,336.167153492903,1
Q303,-73.8894571428572,40.7543428571429,1,535,Travers Park,Operational,590.292140204565,0
Q415,-73.8551285714286,40.7549142857143,1,594,Louis Armstrong Playground,Operational,718.496601119718,0
Q373,-73.87142,40.7655,1,577,Helen Marshall Playground,Operational,398.683804986648,1
M236,-73.9509714285714,40.7854714285714,1,413,Samuel Seabury Playground,Operational,89.5264830143139,2
X102,-73.8865777777778,40.8558888888889,1,50,Ciccarone Park,Operational,203.030995112773,1
X111,-73.9175222222222,40.8552777777778,1,55,Cedar Playground,Operational,470.103939656604,0
X200,-73.9212142857143,40.8139714285714,1,103,Clark Playground,Operational,315.930711466131,2
X307,-73.8886142857143,40.8059,1,121,Barretto Point Park,Operational,958.361265596269,0
X123,-73.87184,40.83686,1,64,Noble Playground,Operational,532.735939597855,0
X202,-73.90792,40.87768,1,105,Marble Hill Playground,Operational,336.740752949484,1
X266,-73.8814,40.8440571428571,1,120,Vidalia Park,Operational,151.268105316904,2
X263,-73.88996,40.85018,1,119,Quarry Ballfields,Operational,213.635526576355,1
X174,-73.89292,40.85952,1,90,Webster Playground,Operational,208.175769486105,2
B339,-73.90684,40.66092,1,288,Newport Playground,Operational,420.484894659536,0
R065-ZN03,-74.12434,40.5829,0,,,,,
M089-01,-73.9896,40.7363,2,,,,,
B380,-73.8650666666667,40.6743888888889,1,299,Robert E. Venable Park,Operational,650.775195518683,0
X040,-73.8946846153846,40.8650153846154,1,34,Poe Park,Operational,225.545615898084,2
B246,-73.87944,40.6589,1,657,Jerome Playground,Not Operational,685.310827938692,0
B017,-73.9119571428572,40.6960571428571,1,164,Bushwick Playground,Operational,161.887300156558,1
B359,-73.9358,40.69274,1,295,Eleanor Roosevelt Playground,Operational,304.507333026088,1
B216,-73.93934,40.6866,1,221,Raymond Bush Playground,Not Operational,552.723126499063,0
Q141,-73.94895,40.74724,1,510,Murray Playground,Operational,791.806321943743,0
B197,-73.95736,40.59704,1,213,Mellett Playground,Operational,339.108331117961,1
B244,-73.97214,40.60114,1,239,McDonald Playground,Operational,1011.42357879609,0
B209,-73.9467714285715,40.5979,1,216,Galapo Playground,Operational,584.438565376769,0
B316,-73.97724,40.63274,1,280,DiGilio Playground,Operational,220.992526463153,1
B308,-73.93576,40.59244,1,274,Yak Playground,Operational,308.37694618731,1
B051,-73.9575444444444,40.6036777777778,1,652,Kelly Park Playground,Not Operational,732.761818509066,0
B012,-73.9438466666667,40.6738133333334,1,128,Brower Park,Operational,435.396645953434,0
B087,-74.00498,40.64768,1,171,Sunset Park Playground,Operational,631.441626185529,0
B320,-73.97852,40.67702,1,281,Park Slope Playground,Operational,623.204687123916,0
Q105,-73.81308,40.69964,1,689,Howard Von Dohlen Playground,Operational,384.478218423245,1
Q174A,-73.9002285714286,40.7583,1,691,St. Michael's Playground,Not Operational,982.451588314425,0
Q118,-73.83966,40.68184,1,502,Police Officer Nicholas Demutiis Park,Operational,587.260105227083,0
Q020-ZN01,-73.89012,40.68748,1,462,Highland Park Zone 1,Operational,528.474878270344,0
M029-ZN06,-73.9294769230769,40.8651153846154,1,339,Anne Loftus Playground,Operational,401.9641058968,0
Q024-ZN01,-73.8038285714286,40.7491476190476,1,540,Playground,Operational,630.024470593558,0
M005-ZN01,-74.01584,40.7044,1,305,Battery Park Zone 1,Not Operational,120.98458743401,2
M042-ZN01,-73.9214,40.8702428571429,1,343,Inwood Hill Park Zone 1,Operational,432.458727967087,0
M077-03,-73.9466555555556,40.8208333333333,1,362,Arlington Edinboro Playground,Operational,428.500440831268,0
M077-04,-73.95092,40.8137,1,651,St Nicholas,Operational,269.543160418632,1
R046,-74.06356,40.5924,1,624,South Beach Zone 1,Operational,381.926150908419,1
M056-02,-73.9578428571429,40.8067714285714,1,670,Morningside Playground,Operational,392.213256534254,1
X008-01,-73.9080285714286,40.8376714285714,1,12,Claremont Zone 3,Operational,438.685796717165,0
B109,-73.9455838709677,40.5917225806451,1,177,Bill Brown Playground,Operational,514.352126796046,0
M192,-73.94454,40.78292,1,392,Stanley Isaacs Playground,Operational,522.642906449815,0
M259,-73.9856142857143,40.7242571428571,1,422,McKinley Playground,Operational,456.499076768857,0
M235,-73.98394,40.7144,1,412,Sol Lain Playground,Operational,261.41755934365,2
M244,-73.96872,40.78986,1,417,Sol Bloom Playground,Operational,577.505024222452,0
M238,-73.9662142857143,40.7993571428572,1,33,Bloomingdale Playground,Operational,289.236768281632,2
R038A,-74.09946,40.57658,1,621,Midland Field,Not Operational,219.109342020164,1
B144,-73.9120090909091,40.6745545454546,1,654,Ocean Hill Playground,Not Operational,441.895006813528,0
B152,-74.00078,40.63678,1,196,Rappaport Playground,Operational,1023.45955837065,0
B300,-73.97162,40.6938,1,268,Oracle Playground,Operational,313.320795467768,1
M300,-73.92204,40.8578,1,424,Sherman Creek,Operational,474.182040898736,0
M165,-73.97696,40.71722,1,390,Baruch Playground,Operational,417.024833506095,0
M018,-73.94432,40.82916,1,332,Carmansville Playground,Operational,362.732961741097,2
M234,-73.94156,40.83168,1,411,Wright Brothers Playground,Operational,355.48610149961,2
R085,-74.18582,40.52248,1,637,E.M.T. Christopher J. Prescott Playground,Operational,715.662059241702,0
R035,-74.07388,40.61474,1,619,De Matti Park,Operational,989.982595814213,0
R033,-74.1291,40.6338,1,617,Levy Playground,Operational,454.204852023492,0
R068,-74.1650571428571,40.6309428571429,1,634,The Big Park,Operational,436.944630501703,0
B304,-73.92176,40.6587,1,270,Kennedy King Playground,Operational,664.863150023104,0
B158,-74,40.6089142857143,1,655,Garibaldi Playground,Not Operational,302.71429572888,1
B277,-74.00232,40.60238,1,259,Benson Playground,Operational,537.941392764657,0
B100-01,-73.98648,40.60824,1,174,Seth Low Playground/ Bealin Square,Operational,282.629989976642,1
B077,-74.0087,40.6771769230769,1,165,Coffey Park Playground,Operational,255.252425080204,1
B223B,-74.0019428571429,40.6804714285714,1,225,Dimattina Playground,Operational,605.4748877902,0
B163,-73.8842428571429,40.6776142857143,1,199,Sperandeo Brothers Playground,Operational,425.939424941651,0
B214-01,-73.8874857142857,40.6582285714286,1,220,Linden Park,Operational,572.98261535887,0
B056,-73.8902,40.6674,1,148,Martin Luther King Jr. Playground,Operational,428.10375521504,0
B307,-73.9111571428572,40.6880142857143,1,273,Tiger Playground,Operational,488.870765565349,0
B224,-73.92544,40.6879,1,230,P.O. Reinaldo Salgado Playground,Operational,629.1422035467,0
B137,-73.98096,40.68672,1,189,Sixteen Sycamores Playground,Operational,208.728648540831,2
X150J,-73.90074,40.88112,1,608,Playground,Operational,411.702184936233,0
X080,-73.9206,40.88104,1,40,Henry Hudson Park,Operational,641.534204607621,0
X201-01,-73.91624,40.88714,1,88,Spuyten Duyvil Playground,Operational,129.833593924803,2
X085,-73.8982125,40.85715,1,41,Slattery Playground,Operational,519.520505147891,0
X146,-73.9118714285714,40.8209142857143,1,71,Flynn Playground,Operational,278.250737081115,2
M211B,-73.94638,40.8122,1,400,Langston Hughes Playground,Operational,416.599016539934,0
M158,-73.9686909090909,40.7480727272727,1,387,Robert Moses Playground,Operational,446.829526924509,0
M237,-74.00466,40.73892,1,414,Corporal John A. Seravalli Playground,Operational,295.163362730384,3
M251,-74.00554,40.73634,1,419,Bleecker Playground,Operational,297.315809693191,1
Q348,-73.83706,40.7225,1,561,Willow Lake Playground,Operational,504.660249603341,0
Q128,-73.85314,40.6859,1,507,London Planetree Playground,Operational,583.972019038004,0
Q103,-73.779,40.771,1,1062,Raymond O’Connor Park,Operational,555.347376024163,0
Q002,-73.9109666666667,40.7108666666667,1,437,Grover Cleveland Playground,Not Operational,888.326992618008,0
Q338,-73.73754,40.77096,1,553,Admiral Playground,Operational,308.289176900873,1
Q320,-73.81624,40.72984,1,544,Vleigh Playground,Operational,575.914326382719,0
Q293,-73.77624,40.74784,1,528,Saul Weprin Playground,Operational,718.610047239727,0
Q335,-73.85164,40.72396,1,551,Russell Sage Playground,Operational,755.675194913381,0
Q422,-73.83052,40.58072,1,595,Seaside Playground,Operational,374.596461121554,1
Q041,-73.8698090909091,40.7362272727273,1,473,Newtown Playground,Operational,387.861441975626,1
Q001-ZN08,-73.75394,40.75874,1,433,Horatio Playground,Operational,831.825336195587,0
Q099-ZN19,-73.84794,40.74192,1,493,Ballfields,Operational,174.481833854412,2
Q360N,-73.87154,40.73298,1,571,Hoffman Park,Operational,391.745903034188,1
Q205A,-73.90264,40.74026,1,519,Big Bush Playground,Operational,827.461194860083,0
Q006_temp,-73.8063476190476,40.7704238095238,1,130,Bowne Playground,Operational,796.536635137554,0
Q369,-73.7353888888889,40.7617555555556,1,576,Louis Pasteur Park,Operational,408.07512303028,0
Q162J01,-73.7445428571429,40.5956142857143,1,514,Beach 9 Playground,Operational,410.312993508775,0
B343,-73.90614,40.65608,1,662,Osborn Playground,Not Operational,543.502683303119,0
B110,-73.91334,40.68184,1,178,Marion Hopkinson Playground,Operational,363.816267223116,1
M386,-74.0040228571428,40.7062114285715,2,,,,,
X216,-73.90484,40.8173,1,109,Abigail Playground,Operational,180.425569248622,3
X193,-73.8391428571429,40.8855428571429,1,99,Stars & Stripes Playground,Operational,399.590642893515,1
X178,-73.8615285714286,40.8469428571429,1,94,Matthews Muliner Playground,Operational,404.046122409918,0
R076,-74.1463142857143,40.6230428571429,1,636,Markham Playground,Operational,1484.81229347937,0
R069,-74.09826,40.61354,1,635,Terrace Playground,Operational,854.551950072712,0
R064,-74.11944,40.60872,1,631,Christopher J. Igneri Playground,Operational,95.1604024298227,1
X103,-73.91698,40.80954,1,51,People's Park,Operational,207.509137721923,1
Q450,-73.85402,40.74774,1,604,Corona Golf Playground,Operational,450.00244733514,0
Q406,-73.75954,40.6638,1,590,Springfield Park North,Operational,404.038866037577,0
Q399,-73.77726,40.78242,2,,,,,
Q398,-73.9044285714286,40.7046142857143,1,586,Rosemary's Playground,Operational,169.978885715561,1
Q397,-73.7945,40.7658571428571,1,585,Auburndale Playground,Operational,890.742962968621,0
Q385,-73.9073285714286,40.7715714285714,1,580,Ditmars Playground,Operational,611.53326204893,0
Q356,-73.7456111111111,40.7469888888889,1,565,Alley Park,Operational,647.285153232879,0
Q354,-73.80844,40.72634,1,564,Playground Seventy Five,Operational,535.331265947488,0
Q349,-73.75654,40.7386,1,562,Telephone Playground,Operational,460.444955262857,0
Q346,-73.72814,40.7569,1,694,Challenge Playground,Operational,407.874628628152,0
Q340,-73.92204,40.74726,1,555,Torsney Playground,Operational,686.952123848321,0
Q317,-73.75824,40.74634,1,541,Tall Oak Playground,Operational,870.604062118683,0
Q305,-73.8913285714286,40.7060571428571,1,537,Mafera Park,Operational,956.050393013635,0
Q302,-73.89638,40.69704,1,534,Evergreen Park,Operational,1050.52968323816,0
Q220G,-73.82012,40.71052,1,524,Hoover - Manton Playgrounds,Operational,77.2856084133751,1
Q102-02,-73.8774333333333,40.7206333333333,1,496,Juniper North Playground Tennis,Operational,640.252127438301,0
Q089B,-73.82356,40.7829,1,484,Harvey Playground,Operational,812.793794440653,0
Q066B,-73.92344,40.77472,1,479,Triborough Bridge Playground B,Operational,200.326457777433,1
M245,-73.94164,40.82168,1,418,Renaissance Playground,Operational,436.473585517239,0
M233,-73.98404,40.7777,1,680,Matthew P. Sapolin Playground,Not Operational,386.30712644559,1
M219,-73.97872,40.7819,1,404,Tecumseh Playground,Operational,343.844564866867,1
M217,-73.93894,40.8137,1,403,Howard Bennett Playground,Operational,199.77559738211,3
M216,-73.93616,40.82918,1,402,Holcombe Rucker Park,Operational,351.534464124078,1
M072-01,-73.95386,40.8256,1,360,Riverbank Playground,Operational,374.376641899843,1
M071-31,-73.96224,40.81488,1,356,Claremont,Operational,454.284383779097,0
M041,-73.95108,40.82296,1,342,Alexander Hamilton Playground,Operational,300.214590492901,3
B223R,-73.95444,40.71342,1,229,Jaime Campiz Playground,Operational,430.062943188729,0
B193,-73.94064,40.6626,1,212,Hamilton Metz Field,Operational,499.707059272095,0
B131,-73.90494,40.68332,1,1063,Rudd Playground,Operational,733.57840928029,0
B245,-73.93535,40.6737333333333,1,240,St. John's Park,Operational,534.294140534504,0
M008,-73.98266,40.75402,1,307,Bryant Park,Operational,96.6302291226639,2
X011-ZN01,-73.88544,40.84286,1,646,Crotona Malls Zone 1,Not Operational,285.548973676991,2
M071-ZN18,-73.9733,40.8005923076923,1,358,101st St. Soccer Field,Operational,250.359458836949,1
M004,-73.9901909090909,40.7195363636364,1,666,Allen Street Malls,Not Operational,250.67456571602,2
R028,-74.0778545454545,40.6266272727273,2,,,,,
X032,-73.9156,40.8249222222222,1,647,Railroad Park,Not Operational,249.92624699783,3
B129-ZN01,-73.99538,40.57855,1,187,Kaiser Park Zone 1,Operational,587.498886610976,0
X010A,-73.8959470588235,40.8464117647059,1,645,Walter Gladwin Park,Not Operational,206.580355594269,2
Q162E,-73.7890454545455,40.5888727272727,1,511,Beach 59th St Playground,Operational,583.036621223372,0
Q050-ZN08B,-73.8368666666667,40.5773666666667,0,,,,,
M144-ZN05,-73.9740375,40.72180625,1,384,East River Park Zone 5,Operational,250.88776005642,1
M071-ZN17,-73.96564,40.81132,1,357,Wildlife Sanct. & 119 St Tennis Courts,Operational,491.333677038569,0
